,text,lbl_index,labels
585,What discussion technique are Plato and Aristotle responsible for?,1,ENTY
586,What is an opera buffa?,0,DESC
587,Who creates sparks and explosions?,3,HUM
588,What is a Thysanura?,0,DESC
589,What is the Expedition-1?,0,DESC
590,What is Sauerkraut typically served with in Alsace?,1,ENTY
591,From where is the word limestone derived?,5,LOC
592,Where is the Codex form of the word from?,5,LOC
593,Where does its name come from?,0,DESC
594,What are donors to receive from a NPO?,1,ENTY
595,What does bile from the liver help do?,0,DESC
596,What is the history of a genome used for?,0,DESC
597,What is the International Justice Mission,0,DESC
598,What is the mission of the organizations?,0,DESC
599,What do hysteresis synchronous motors' rotors do when slip rate decreases?,0,DESC
600,What is entropy?,0,DESC
601,What are ganglia?,0,DESC
602,What is a SSBI?,2,ABBR
603,What is Kinect?,0,DESC
604,What caused the sea to rise during the Jurassic?,0,DESC
605,what was broken/damaged on the boat?,1,ENTY
606,What caused polar ice caps to form on Gondwana?,0,DESC
607,How are firewalls implemented?,0,DESC
608,On which month and day did Saturnalia start?,4,NUM
609,What causes an extra three days every 400 years in the Gregorian calendar?,0,DESC
610,During what two months does the Christmas season take place?,4,NUM
611,Who is the core clinician?,3,HUM
612,What is a glacial surge?,0,DESC
613,What is a SSBI?,2,ABBR
614,What is a pharynx?,0,DESC
615,What is a cladogram?,0,DESC
616,What is a genotype?,0,DESC
617,What is an Atsudiantinas?,0,DESC
618,Why is the meat of geese considered lean?,0,DESC
619,When was Pope Pius XII elected?,4,NUM
620,He was elected pope after how many ballots?,4,NUM
621,What happens if a Pope is elected who is not a bishop?,0,DESC
622,What are seracs?,0,DESC
623,What is stemmatics?,0,DESC
624,What is Kaminfegerkinder?,0,DESC
625,What is the ancient celebration for?,0,DESC
626,Where was the Indo-Aryan culture located?,5,LOC
627,Where did I2a1b1 originate?,5,LOC
628,What kind of battery does the iPod use?,1,ENTY
629,What does the USB Battery Charging Specification Revision 1.2 make clear of?,0,DESC
630,What is the HMMWV also known as?,2,ABBR
631,"Where does the word ""algebra"" come from?",0,DESC
632,Where does the word animal come from?,0,DESC
633,Where does the word dog originate?,5,LOC
634,What is an Atsudiantinas?,0,DESC
635,What is an opera buffa?,0,DESC
636,What was a dpon-chen?,0,DESC
637,What are CDPs?,2,ABBR
638,What were gunki?,0,DESC
639,What are seracs?,0,DESC
640,What is reverse migration?,0,DESC
641,What is the inverse process called?,1,ENTY
642,"What are the ""four Immeasurable minds""?",0,DESC
643,What was the fixed value of stocks?,4,NUM
644,What assets are included in nominal wealth?,1,ENTY
645,Where are there 300 securities listed?,5,LOC
646,What did Einstein with the 1921 Nobel Prize for?,0,DESC
647,What did Hawking say time ended with?,0,DESC
648,What did Frege say about math?,0,DESC
649,What are the only native mammals found in Bermuda?,1,ENTY
650,What is a cladogram?,0,DESC
651,What is the temperature on an unusual day? ,4,NUM
652, What type of weather is common in Houston?,1,ENTY
653,What type of weather does Miami have in the summer?,1,ENTY
654,What party did Margaret Thatcher lead?,3,HUM
655,Who took over for Thatcher?,3,HUM
656,When did Margaret Thatcher leave office?,4,NUM
657,Where does its name come from?,0,DESC
658,Who was Glaxo named after?,3,HUM
659,What is Kaminfegerkinder?,0,DESC
660,What is Joara?,0,DESC
661,What is ijtihad?,0,DESC
662,Who rejected the peace gesture?,3,HUM
663,What did the Celtic Cross represent?,0,DESC
664,What symbol did the protesters wear on their arms?,1,ENTY
665,What does the word gymnoto mean?,0,DESC
666,"What does ""matarrucs"" mean?",0,DESC
667,What role did Schwarzenegger miss out on because of his height?,3,HUM
668,What was Hatton trying to do in the North Tower of the World Trade Center?,0,DESC
669,What position did Schwarzenegger briefly hold at Muscle & Fitness and Flex?,3,HUM
670,What do genealogists use to trace African American families after 1870?,1,ENTY
671,What has the threat of terrorism been replaced by?,1,ENTY
672,The War On Terrorism was caused by what event?,1,ENTY
673,"What is one prominent, specific terrorist group targeted by the War on Terrorism?",3,HUM
674,What is the motto of the New York City Fire Department?,0,DESC
675,"What term describes the status of the different branches of government in Maryland, Virginia, North Carolina and Georgia?",1,ENTY
676,What was the American colonists' anti-tax slogan?,0,DESC
677,What is stemmatics?,0,DESC
678,What is Kaminfegerkinder?,0,DESC
679,What is ecclesiology?,0,DESC
680,"When hydrogen is generated from natural gas, what des it produce?",1,ENTY
681,How is charcoal made?,0,DESC
682,Where does the gaseous oxygen form at?,5,LOC
683, What does Zhe mean in Japanese?,0,DESC
684,What monsoon affects Nanjing?,1,ENTY
685,What word isn't used in Japan for comics?,1,ENTY
686,What numeral system originated in India?,1,ENTY
687,Where did Arabic numerals originate?,5,LOC
688,What is the lowest numbered A paper that is uncommonly used at home?,1,ENTY
689,"What does ""siva"" mean in Samoan?",0,DESC
690,Who was Dionysus?,3,HUM
691,What does Mahayana mean?,0,DESC
692,Who was Microsoft Windows 4.0 commonly said to be good enough for?,3,HUM
693,What was Microsoft Windows 3.0's performance comparable to?,4,NUM
694,When was Microsoft Windows 3.0 released?,4,NUM
695,What does the Great Appalachian Valley do?,0,DESC
696,What is the highest mountain in Pennsylvania?,5,LOC
697,What is a glacial surge?,0,DESC
698,What Latin phrase did Moore coin?,1,ENTY
699,What Latin phrase did Kant coin?,1,ENTY
700,What is the pure silver dollar referred to as?,1,ENTY
701,Why is the Bermuda Triangle an area of interest?,0,DESC
702,What makes Bermuda a popular tourist destination?,0,DESC
703,What sea does Bermuda lie in?,5,LOC
704,Who is the local postal service?,3,HUM
705,What year is the postal service in Somalia set to relaunch?,4,NUM
706,What year was the national postal service of Somalia relaunched?,4,NUM
707,"Along with anti-death penalty advocacy, why has there been a shortage in drugs for lethal injections in the United States?",0,DESC
708, How many hours does it take to administer lethal injection?,4,NUM
709,What lethal injection drug is manufactured by Hospira?,1,ENTY
710,"What's another term used for ""conifer"" wood?",1,ENTY
711,What species of hardwood are hickory and mulberry trees?,1,ENTY
712,What is a cladogram?,0,DESC
713,"In nanometers, what is the electromagnetic spectrum's range?",4,NUM
714,What is the wavelength of red?,4,NUM
715,What do the vibrational frequencies of molecules usually correspond to?,4,NUM
716,What was the verdict in Maclean's trial?,0,DESC
717,What was the verdict of the accusation?,0,DESC
718,What was Victoria's reaction to the verdict?,0,DESC
719,What is also a fruit?,1,ENTY
720,What is the main difference between cladistics and stemmatics?,0,DESC
721,What is a barrow bikes use ,0,DESC
722,What purpose do stand-alone signs serve for country pubs?,0,DESC
723,What color are reversing indicator lamps?,1,ENTY
724,what is the Ganj-i-Sawai know for?,0,DESC
725,What are copper peppers sometimes used for?,0,DESC
726,What purpose does the CJIS serve?,0,DESC
727,How do supernatural entities act?,0,DESC
728,What results from possession by even benign spirits?,1,ENTY
729,Pumped-storage hydroelectricity stores energy in what form?,1,ENTY
730,What is solar energy?,0,DESC
731,Hydroelectricity accounts for what percentage of global electricity generation?,4,NUM
732,How is the energy stored by pumped-storage hydroelectricity recovered?,0,DESC
733,"after being released at a wind powered dam, it can be used to drive turbines or generators to produce what?",1,ENTY
734,Pumped-storage hydroelectricity stores energy in what form?,1,ENTY
735,What is the state song of New York?,1,ENTY
736,What is the last permanent colony known as?,5,LOC
737,What colony caused profound change to the end of the war?,3,HUM
738,Where was a colony established in 1706?,5,LOC
739,What type of model does the mouse play a role for?,1,ENTY
740,On what date did Portuguese navigator Ferdinand Magellan begin his trip around the world?,4,NUM
741,What did Christopher Columbus discover in 1492?,1,ENTY
742,Which continents did Vasco da Gama circumnavigate in 1498?,5,LOC
743,Where can historical licensing records be examined?,5,LOC
744,What park is located in on the west side of the park?,5,LOC
745,What park is outside of Florida?,5,LOC
746,What countries were considered part of the low countries after the sixteenth century?,5,LOC
747,Which counties in the Low Countries were not ruled by the Holy Roman Empire?,5,LOC
748,What is the discrepancy between Developed and less developed countries?,0,DESC
749,What has the ability to depress the crust of the Earth into the mantle?,1,ENTY
750,What pushes up the mantle of the Earth?,1,ENTY
751,What does the tectonic disposition lead to?,1,ENTY
752,What kind of glass are containers made from?,1,ENTY
753,"What type of container can be used to transport draft beer, and is better for the environment that a bottle?",1,ENTY
754,What accent is part of the Southwest dialect of British English?,1,ENTY
755,What dialects of the southern group are spoken on the saarte murre?,1,ENTY
756,What is the common definition of dialect?,0,DESC
757,What is diarrhea?,0,DESC
758,At what average age does a male's first ejaculation occur?,4,NUM
759,What character did Walt Disney create in 1928?,3,HUM
760,What was Walt Disney a minor player in?,1,ENTY
761,In what year did The Walt Disney Company open The American Idol Experience? ,4,NUM
762,What does szlachta mainly denote?,0,DESC
763,What does Běidǒu translate as?,1,ENTY
764,"What does ""matarrucs"" mean?",0,DESC
765,What formed behind blockages?,1,ENTY
766,What is diarrhea?,0,DESC
767,Where does the cephalic phase occur?,5,LOC
768,Fertilization and what else happens inside the egg?,0,DESC
769,Where are egg tubes are found inside of an insect?,5,LOC
770,How do Digi eggs evolve,0,DESC
771,What causes inflammatory tuberculosis?,0,DESC
772,What bacterium causes tuberculosis infection?,1,ENTY
773,What primary body part is affected by tuberculosis?,1,ENTY
774,What is Korsakoff's syndrome?,0,DESC
775,What is lactase?,0,DESC
776,What is diarrhea?,0,DESC
777,Why did the need for Bermuda's salt diminish?,0,DESC
778,What makes pure metals impure metals?,0,DESC
779,What are the basic ingredients of water?,1,ENTY
780,When was the organ last used?,4,NUM
781,When was the organ destroyed? ,4,NUM
782,What is a genotype?,0,DESC
783,Autosomal DNA is what?,1,ENTY
784,What is Korsakoff's syndrome?,0,DESC
785,Why is green the color of the environmental movement?,0,DESC
786,Why are many plants green?,0,DESC
787,What is USB?,2,ABBR
788,What is a solar cell?,0,DESC
789,Devices that give input or output to a computer are called what?,1,ENTY
790,What do many Thuringian workers do to earn lower wages?,0,DESC
791,What is the term used to describe economists following Keynes school of thought?,1,ENTY
792,What do all non-single-sex polychaetes do?,0,DESC
793,How is a haze formed?,0,DESC
794,"Which type of weather fronts are responsible for severe weather such as gales, thunderstorms, hail, and heavy rain in Melbourne?",1,ENTY
795,What makes it difficult for clouds to form?,0,DESC
796,What is prose cast in if poetry is cast in sentences?,0,DESC
797,Poetry is usually differentiated from prose by what factor?,0,DESC
798,What is a type of lyric art that uses aesthetic and rhythmic qualities?,1,ENTY
799,What is the main subject of the Museum of Remembrance and Tolerance?,1,ENTY
800,What was the Revolution Society commemorating?,1,ENTY
801,What is the ancient celebration for?,0,DESC
802,What does the name Shu refer to?,1,ENTY
803,What does the Castro culture's name mean?,0,DESC
804,What does the name zinc or zinke mean?,0,DESC
805,"Where does the word ""algebra"" come from?",0,DESC
806,Where does its name come from?,0,DESC
807,Where does the word dog originate?,5,LOC
808,Why does the country's climate vary year-round?,0,DESC
809,"What are some reasons why gas prices may vary in Alaska, especially?",0,DESC
810,"What are some reasons why gas prices may be stable in Alaska, especially?",0,DESC
811,What are private networks primarily intended to use?,1,ENTY
812,How is charcoal made?,0,DESC
813,What is made out of cotton and reeds?,1,ENTY
814,How is writing produced?,0,DESC
815,Why is green the color of the environmental movement?,0,DESC
