,Reviews,Ratings
381,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story,0
382,polanski has found the perfect material with which to address his own world war ii experience in his signature style,1
383,"the main story is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish",0
384,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing",1
385,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke",1
386,"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion",1
387,top notch action powers this romantic drama,1
388,roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' it is more than merely a holocaust movie,1
389,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson",0
390,"confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture",1
391,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror action hybrid,0
392,takes a simple premise and carries it to unexpected heights,1
393,"` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism '",0
394,"the film reminds me of a vastly improved germanic version of my big fat greek wedding with better characters , some genuine quirkiness and at least a measure of style",1
395,"the star who helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ''",0
396,"a good film with a solid pedigree both in front of and , more specifically , behind the camera",1
397,a marvelous performance by allison lohman as an identity seeking foster child,1
398,a slow moving police procedural thriller that takes its title all too literally,0
399,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche",0
400,"leigh is n't breaking new ground , but he knows how a daily grind can kill love",1
401,the master of disguise represents adam sandler 's latest attempt to dumb down the universe,0
402,i ca n't say this enough this movie is about an adult male dressed in pink jammies,0
403,"lrb a rrb boldly stroked , luridly coloured , uni dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain",0
404,"once one experiences mr haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else",0
405,"with so many bad romances out there , this is the kind of movie that deserves a chance to shine",1
406,about schmidt is undoubtedly one of the finest films of the year,1
407,"it does n't reach them , but the effort is gratefully received",1
408,i also wanted a little alien as a friend !,1
409,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them,1
410,"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league",0
411,"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th century prose behind her childlike smile",1
412,most of the storylines feel like time fillers between surf shots,0
413,a powerful performance from mel gibson and a brutal 90 minute battle sequence that does everything but issue you a dog tag and an m 16,1
414,woody allen has really found his groove these days,1
415,the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry,0
416,delirious fun,1
417,what might have been acceptable on the printed page of iles ' book does not translate well to the screen,0
