,text,lbl_index,labels
563,What book describes the 680-690 emissaries from Namri Songsten?,1,cremat
564,"In what book did Popper called the conflict ""a storm in a Victorian tea-cup""?",1,cremat
565,In what book did Popper defend historicism?,1,cremat
566,What artist released the best selling album of the 1970s?,4,ind
567,What 1930 musical did Universal produce?,1,cremat
568,What song was the lead single from the film's sound track?,1,cremat
569,Who directed the movie O Drakos in 1956?,4,ind
570,What was the title of the first book Madonna penned?,1,cremat
571,What is the name of the romantic drama film that Madonna starred in?,1,cremat
572,What did John Locke base his governance philosphy in?,14,other
573,What poem did Franklin Pierce Adams write? ,1,cremat
574,What did Bradley write?,1,cremat
575,Who starred in the 1923 film The Phantom of the Opera?,4,ind
576,What French composer wrote the original opera ''Carmen'' in the 19th century?,4,ind
577,"Who produced What's Opera, Doc?",4,ind
578,What is the smallest newspaper in Miami?,1,cremat
579,What was the former name of the Tampa Bay Storm?,20,termeq
580,What news paper was first published in 1974?,1,cremat
581,What book did Will Eisner create in 1985?,1,cremat
582,What was the name of the book in which Jeanie Deans is the protagonist?,1,cremat
583,When was the Once Upon a Time novel released?,8,date
584,What song was the lead single from the film's sound track?,1,cremat
585,What was the name of the second single called?,1,cremat
586,Which newspaper did the The Sun on Sunday take the place of?,1,cremat
587,What newspaper ran for 147 years?,1,cremat
588,What political student newspaper is run by the University of Michigan?,1,cremat
589,What show had 77 performances on Broadway?,1,cremat
590,What has been used in musical theater on Broadway?,14,other
591,Who starred in the Broadway production of 'Oklahoma!'?,4,ind
592,What film grossed $264 million?,1,cremat
593,What film was under budget?,1,cremat
594,What is the only film to have a higher ticket sale in Paris than Spectre?,1,cremat
595,What is the earlier draft of the book titled?,1,cremat
596,When was the Once Upon a Time novel released?,8,date
597,What was the title of Popper's last book?,1,cremat
598,Which Alaskan native starred in a film also set in Alaska?,4,ind
599,What was the name of the leader of the Native American village?,4,ind
600,What American tribe was the Army's major campaign against?,5,gr
601,What was the title of Pippin?,6,title
602,"Along with Tolkien, what modern scholar notably made use of Old English?",4,ind
603,"Along with J. R. R. Tolkien, who was a noted member of the Inklings?",4,ind
604,Which strip had no success as a comic strip?,1,cremat
605,Which strip had a good deal of success as a comic strip?,1,cremat
606,What comic strip was ended by Osamu Tezuka?,1,cremat
607,Karl Marx was not influenced by who? ,4,ind
608,Who was Karl Marx's enemy? ,4,ind
609,What show did Nigel Lythgoe leave American Idol to produce?,1,cremat
610,Which song did Terry Eastland write?,1,cremat
611,What was the show called by other networks?,1,cremat
612,What show helped launched the career of Carrie Underwood? ,1,cremat
613,What television network originally aired the show House? ,5,gr
614,What show did several members of the cast and crew appear on in March 2015?,1,cremat
615,What song did Kanye end up writing that referenced his outburst against Taylor Swift?,1,cremat
616,What song did Caleb Johnson first release after winning American Idol? ,1,cremat
617,What song did DeWyze cover for his first release?,1,cremat
618,What book did Frederick Lynch author?,1,cremat
619,Who wrote the 1895 novel The Walking Drum?,4,ind
620,"In what book did Popper called the conflict ""a storm in a Victorian tea-cup""?",1,cremat
621,What was the show called by other networks?,1,cremat
622,What television network originally aired the show House? ,5,gr
623,what popular show has aired on the CBC since its inception in 1952?,1,cremat
624,What book did Frederick Lynch author?,1,cremat
625,In what textbook did David Randall write his opinion?,1,cremat
626,What vice-filled book did Hume publish?,1,cremat
627,What program did Creative join in order to make iPod peripherals?,1,cremat
628,"In 1986, what did Apple introduce to allow developers to create software for Macintosh on Macintosh?",14,other
629,What was the name of the first software MP3 encoder?,26,product
630,What film uses characters named after Arsenal full backs?,1,cremat
631,What was the name of the film that Gwyneth Paltrow starred in as a musician?,1,cremat
632,What Spielberg movie provided a fictional account of the slave ship mutiny trials that took place in New Haven?,1,cremat
633,What was a typical recording time of a song in 1948?,8,date
634,Which band became popular in the 1960s?,5,gr
635,What 1930 musical did Universal produce?,1,cremat
636,What breed was Laika?,2,animal
637,What was the name of Victoria's childhood dog?,2,animal
638,What breed was the largest dog known to have lived?,2,animal
639,What breed of rooster was developed in the Chinese subcontinent?,2,animal
640,What is the name for a small variety of European chicken?,2,animal
641,What birds are chickens superior to?,2,animal
642,What breed was Laika?,2,animal
643,What was the name of Victoria's childhood dog?,2,animal
644,What was Victoria's dog's name?,2,animal
645,What type of snakes are common in Gash Barka?,2,animal
646,What is one of the snakes that is very poisonous to humans?,2,animal
647,What is the largest venomous snake in the Appalachians?,2,animal
648,Where do Eleonora's falcon breed?,14,other
649,What types of deer does Oklahoma have a lot of?,2,animal
650,What hunting weapon was found in the Southwestern US during 1200 to 500 BC?,14,other
651,What types of birds does Oklahoma have a lot of?,2,animal
652,What bird is depicted on the Scottish banknote?,2,animal
653,What kind of bird did Aristotle and Pliny the Elder write about?,2,animal
654,what type of island group are the islands?,14,other
655,What are two possible modern names for the islands called Los Jardines by Cerón?,14,other
656,What is the name for the group of remote volcanic islands in the north Atlantic Ocean?,14,other
657,What type of annelids hatch as giant adults?,2,animal
658,What type of exoskeleton do insects have?,14,other
659,What type of annelids are very different from others?,2,animal
660,"What animals did Paul VI consider to be ""the most beautiful animals God ever created""?",2,animal
661,What animals are depicted on the Mogadishan canopies?,2,animal
662,What unguided missile systems was fitted to warships?,14,other
663,What is the official name of the missile test facility?,14,other
664,What are man-portable missiles better known as?,20,termeq
665,What famous panda was killed under the rubble?,4,ind
666,What organisms are described as living on the surface of whales?,2,animal
667,What percentage of marine life died during the extinction?,38,perc
668,Who was the first person to take a spacewalk?,4,ind
669,"Historically, who in particular had dogs as companions?",4,ind
670,Studies that people are better off with dogs have been criticized for being what?,12,desc
671,What two addtional types of birds are listed in teh Encyclopedia Britanica as poultry?,2,animal
672,Which specific mammal is the largest today?,2,animal
673,What bird is unable to lay eggs due to the small size?,2,animal
674,What was the name of Southwestern Athletics's bear cub mascot?,4,ind
675,What breed was Laika?,2,animal
676,What species did Darwin study for dispersal across oceans>,2,animal
677,What was Victoria's dog's name?,2,animal
678,What kind of bird did Aristotle and Pliny the Elder write about?,2,animal
679,What was the name of Victoria's childhood dog?,2,animal
680,What types of  birds are most commonly considered poultry?,2,animal
681,Which birds did they reintroduce to the US?,2,animal
682,What types of birds does Oklahoma have a lot of?,2,animal
683,What was the name of Southwestern Athletics's bear cub mascot?,4,ind
684,What breed was Laika?,2,animal
685,What is the official Cubs team mascot?,14,other
686,Who directed monster movies for Universal?,4,ind
687,What Spielberg movie provided a fictional account of the slave ship mutiny trials that took place in New Haven?,1,cremat
688,What is the top predator in an environment called? ,2,animal
689,Wings from modified gills is from what origin?,12,desc
690,From what birds are chickens decended from ?,2,animal
691,Where are insects hatched from?,14,other
692,What animals where domesticated in Burma for industry use ?,2,animal
693,What animals are depicted on the Mogadishan canopies?,2,animal
